CheeseId,CheeseNameEn,CheeseNameFr,ManufacturerNameEn,ManufacturerNameFr,ManufacturerProvCode,ManufacturingTypeEn,ManufacturingTypeFr,WebSiteEn,WebSiteFr,FatContentPercent,MoisturePercent,ParticularitiesEn,ParticularitiesFr,FlavourEn,FlavourFr,CharacteristicsEn,CharacteristicsFr,RipeningEn,RipeningFr,Organic,CategoryTypeEn,CategoryTypeFr,MilkTypeEn,MilkTypeFr,MilkTreatmentTypeEn,MilkTreatmentTypeFr,RindTypeEn,RindTypeFr,LastUpdateDate
759,Havarti (Foxhill Cheese),,Foxhill Cheese Cheesehouse,,NS,Farmstead,Fermière,http://www.foxhillcheesehouse.com,,,,,,"Fenugreek, Dill and Chives","Fenugrec, aneth et ciboulette",Mild and Creamy,Doux et crémeux,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
760,Quark (Foxhill Cheese),,Foxhill Cheese Cheesehouse,,NS,Farmstead,Fermière,http://www.foxhillcheesehouse.com,,,,,,"Curry, Garlic, Lemon Dill, Italian Blend, Cranberry","Cari, Ail, aneth de citron, mélange italien, canneberges",,,,,0,Fresh Cheese,Pâte fraîche,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
761,Feta (Foxhill Cheese),,Foxhill Cheese Cheesehouse,,NS,Farmstead,Fermière,http://www.foxhillcheesehouse.com,,,,,,,,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
762,Parmesran (Foxhill Cheese),,Foxhill Cheese Cheesehouse,,NS,Farmstead,Fermière,http://www.foxhillcheesehouse.com,,,,,,,,,,,,0,Hard Cheese,Pâte dure,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
763,Blue Velvet,,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,Sharp,Piquant,Creamy,Crémeux,,,0,Veined Cheeses,Pâte persillée,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
764,Misty,,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,Covered with ash,Cendré,,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
765,Heavenly,,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,,,,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
766,Moonlight,,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,Aged on grape leaf,Vieilli sur feuille de vigne,,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
767,Picollo,Picollo,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,Mushroom flavour,Saveur de champignons,,,,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
768,Chabichou,Chabichou,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,,,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
769,Chevry,,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,"Plain, Dill and Onion, Provence Herbs","Nature, Aneth, Oignon, Herbes de provence",Creamy,Crémeux,,,0,Fresh Cheese,Pâte fraîche,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
770,Feta (Carmelis),,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,,,,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
771,Carmel,Carmel,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,Comparable to an aged Cheddar/Parmesan,Comparable à un Cheddar/Parmesan vieilli,1 Year,1 an,0,Hard Cheese,Pâte dure,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
772,,Lior,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,Comparable to Asiago and Manchego,Comparable au Asiago and Manchego,2 Years,2 ans,0,Hard Cheese,Pâte dure,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
773,Lior Special Edition,,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,Riddled with whole peppercorn and surrounded by bay leaves,Parsemé de grains de poivre et entouré de feuilles de laurier,1 Year,1 an,0,Hard Cheese,Pâte dure,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
774,Vintage,,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,Soaked for five days in Pinot Noir wine,Trempé dans du vin Pinot Noir (5 jours),1 Year,1 an,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
775,Tuscany,Tuscany,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,Plain ou smoked,Naturel ou fumé,"Comparable to Swiss, Provolone and Mozzarella cheeses","Comparable au Suisse, Provolone et Mozzarella",9 Months,9 mois,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
776,Goatgonzola,,Carmelis Goat Cheese,,BC,Artisan,Artisanale,http://www.carmelisgoatcheese.com,,,,,,,,,,,,0,Veined Cheeses,Pâte persillée,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
777,Okanagan Double Cream Camembert,,Poplar Grove Cheese,,BC,Artisan,Artisanale,http://www.poplargrove.ca/cheese,,33,48,,,White truffles,Truffles blanches,Creamy,Crémeux,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
778,Tiger Blue,,Poplar Grove Cheese,,BC,Artisan,Artisanale,http://www.poplargrove.ca/cheese,,28,47,,,Intense Blue Flavour,Goût intense de bleu,,,,,0,Veined Cheeses,Pâte persillée,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
779,Naramata Bench Blue,,Poplar Grove Cheese,,BC,Artisan,Artisanale,http://www.poplargrove.ca/cheese,,27,54,,,Mild,Doux,Creamy,Crémeux,,,0,Veined Cheeses,Pâte persillée,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
780,Harvest Moon,,Poplar Grove Cheese,,BC,Artisan,Artisanale,http://www.poplargrove.ca/cheese,,25,54,,,,,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
781,Paneer (Punjab Milk Foods),,Punjab Milk Foods,,BC,Industrial,Industrielle,http://www.nanakfoods.com,,,,,,various flavours,Saveurs diverses,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
783,Cheddar (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,,,Also available in raw milk,Disponible aussi au lait cru,"Mild, Medium, Aged, extra old","Doux, Medium, Vieilli,  Extra-fort",White or couloured,Blanc ou orange,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Thermised,Thermisé,No Rind,Sans croûte,2016-02-03
784,Feta (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,,,,,"Salty, with Spices","Salé, avec épices",,,,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
785,Chevre (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,,,,,,,,,,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
786,Swiss (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,31,40,,,,,,,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Thermised,Thermisé,No Rind,Sans croûte,2016-02-03
787,Havarti (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,34,41,,,,,,,,,0,Semi-soft Cheese,Pâte demi-ferme,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
788,Edam (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,31,40,,,,,,,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
790,Parmesan (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,26,32,,,,,,,,,0,Hard Cheese,Pâte dure,Cow,Vache,Thermised,Thermisé,,,2016-02-03
791,Monterey Jack (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,28,40,,,,,,,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
792,Swiss Alpine Meadow (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,31,40,,,,,,,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Thermised,Thermisé,No Rind,Sans croûte,2016-02-03
794,Mozzarella (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,31,38,,,,,,,,,0,Semi-soft Cheese,Pâte demi-ferme,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
795,Gouda (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,28,40,,,,,,,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
796,Brick (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,34,41,,,,,,,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
799,Quark (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,,,,,,,,,,,0,Fresh Cheese,Pâte fraîche,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
800,Chevre (Village Cheese),,Village Cheese Company,,BC,Artisan,Artisanale,http://www.villagecheese.com,,,,,,Plain,Nature,,,,,0,Fresh Cheese,Pâte fraîche,Goat,Chèvre,Thermised,Thermisé,,,2016-02-03
802,Mozzarella (D. Dutchmen Dairy),,D. Dutchmen Dairy,,BC,Artisan,Artisanale,http://www.dutchmendairy.ca,,,,,,,,Partly Skimmed,Partiellement écrémé,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
803,Cheddar (D. Dutchmen Dairy),,D. Dutchmen Dairy,,BC,Artisan,Artisanale,http://www.dutchmendairy.ca,,,,,,"Mild, Medium, Aged, spiced","Doux, Medium, Vieilli, Épicée",,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
804,Asiago (Tre Stelle),Asiago (Tre Stelle),Tre Stelle (Arla Foods),,ON,Industrial,Industrielle,http://www.trestelle.ca/english/,http://www.trestelle.ca/francais/,30,39,,,"Delicate, sweet and nutty flavour","Saveur douce, sucrée et noisetée.",,,1 Year,1 an,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
806,,Château Versailles Brie (Tre Stelle),Tre Stelle (Arla Foods),,ON,Industrial,Industrielle,http://www.trestelle.ca/english/,http://www.trestelle.ca/francais/,28,50,Awarded 1st place in the category of brie and Camembert in the 2000 World Cheese Championship and a finalist in 2000 Canadian Grand Prix.,1ière place gagnant dans la catégorie Brie et Camembert en 2000 au World Championship et finaliste du Grand Prix Canadien 2000,Buttery taste.,Goût butyreux,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
807,Cheddar (Bothwell),,Bothwell Cheese,,MB,Farmstead,Fermière,http://www.bothwellcheese.com,,32,37,"Fresh, mild, marble, light, medium, old, red wine aged, white, smoked, horseradish  and unsalted cheddars.","Cheddar frais, doux, marbré, léger, medium, agé, au vin rouge agé, blanc, fumé, au raifort et non-salé.",,,,,2 Years,2 ans,1,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
808,Swiss (Bothwell),Suisse (Bothwell),Bothwell Cheese,,MB,Farmstead,Fermière,http://www.bothwellcheese.com,,27,40,Lactose free,Sans lactose,Sweet and slightly nutty taste,"Doux, au goût de noisettes",Buttery texture,Texture butyreuse,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
809,Gouda (Bothwell),,Bothwell Cheese,,MB,Farmstead,Fermière,http://www.bothwellcheese.com,,28,42,,,"Salty and sweet with a mild, nutty taste",Salé et doux au goût de noisettes,Also manufactures a Smoked Gouda,Fabrique aussi un Gouda Fumé,3 Months,3 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
810,Monterey Jack (Bothwell),,Bothwell Cheese,,MB,Farmstead,Fermière,http://www.bothwellcheese.com,,29,42,,,"Mild, sweet and slightly nutty taste","Doux, au goût de noisettes","Also available the ""Jalapeno Pepper Jack""","Aussi disponible ""Jalapeno Pepper Jack""",,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
812,Cheddars (Central Dairies),,Central Dairies,,NL,Industrial,Industrielle,http://www.centraldairies.com,,31,39,,,,,"Old, Medium, Mild, Marble and Old White Cheddars","Cheddar âgé, medium, doux, marbré et cheddar blanc âgé",9 Months,9 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
813,,San Pareil,Little Qualicum Cheeseworks,,BC,Artisan,Artisanale,http://www.cheeseworks.ca,,16,68,,,,,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
814,Caerphilly,Caerphilly,Little Qualicum Cheeseworks,,BC,Artisan,Artisanale,http://www.cheeseworks.ca,,30,,,,,,Welsh-style cheese,Un fromage d'inspiration galloise,1 Year,1 an,0,Hard Cheese,Pâte dure,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
815,Monterey Jill,,Little Qualicum Cheeseworks,,BC,Artisan,Artisanale,http://www.cheeseworks.ca,,30,40,,,Mild tasting,Saveur douce,Artisan Cheese,Fromage artisanal,30 days,30 jours,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
816,Qualicum Spice,,Little Qualicum Cheeseworks,,BC,Artisan,Artisanale,http://www.cheeseworks.ca,,30,38,Made from raw milk,Fait de lait cru,"Onions, garlic, papika and sweet red pepper flakes.","Oignon, l'ail, paprika et flocons de poivron rouge doux.",Artisinal cheese,Fromage artisanal,90 days,90 days,0,Hard Cheese,Pâte dure,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
817,Little Qualicum Feta,,Little Qualicum Cheeseworks,,BC,Artisan,Artisanale,http://www.cheeseworks.ca,,29,44,,,"Plain or marinated in oil, garlic, sun-dried tomatoes and rosemary","Nature ou mariné dans l'huile, l'ail, tomates séchées au soleil et au romarin.",,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
818,Raclette (Little Qualicum),,Little Qualicum Cheeseworks,,BC,Artisan,Artisanale,http://www.cheeseworks.ca,,30,38,Made with raw milk,Fait de lait cru,,,Artisanal cheese,Fromage artisanal,4 months,4 months,0,Hard Cheese,Pâte dure,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
819,Rathtrevor,,Little Qualicum Cheeseworks,,BC,Artisan,Artisanale,http://www.cheeseworks.ca,,30,36,Made of raw milk,Fait de lait cru,Hints of roasted nuts,Pointe de noix grillées,Artisan Swiss-style Cheese,Fromage artisanal de style suisse.,6 months,6 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
820,Comox Brie,,Natural Pastures Cheese Company,,BC,Artisan,Artisanale,http://www.naturalpastures.com,,28,47,,,Gentle flavour with a creamy buttery taste,"Douce à prononcée, saveur de beurre",,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
821,Triple Cream Camembert,,Natural Pastures Cheese Company,,BC,Artisan,Artisanale,http://www.naturalpastures.com,,35,48,,,Delicate note of mushroom,Saveur délicate de champignons,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
822,Amsterdammer,Amsterdammer,Natural Pastures Cheese Company,,BC,Artisan,Artisanale,http://www.naturalpastures.com,,30,41,,,Sweet buttery flavour with a mellow taste of herbs.  Nutty overtones with a tangy finish.,Saveur au beurre doux marqué de fines herbes.  Goût piquant avec une pointe de noisettes.,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
823,Boerenkaas,Boerenkaas,Natural Pastures Cheese Company,,BC,Artisan,Artisanale,http://www.naturalpastures.com,,31,43,Winner at the 2011 Canadian Cheese Grand Prix,Gagnant à l'édition 2011 du Grand Prix des Fromages Canadiens,,,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
824,La Scala,La Scala,Natural Pastures Cheese Company,,BC,Artisan,Artisanale,http://www.naturalpastures.com,,35,39,,,Bold fruity rich-tasting cheese.,Saveur fruitée corsée.,Blend of Irish Derby and Italian-style Asiago.,"Un mélange du ""Irish Derby"" et du style italien asiago",,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
825,Pacific Pepper Verderlait,,Natural Pastures Cheese Company,,BC,Artisan,Artisanale,http://www.naturalpastures.com,,30,41,,,A mix of habanero and black pepper.,Un mélange d'habanero et poivre noir,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
826,Winterlude Spice Verderlait,,Natural Pastures Cheese Company,,BC,Artisan,Artisanale,http://www.naturalpastures.com,,30,41,,,Spicy with cloves and cumin.,Épicé avec des clous de girofles et du cumin.,Creamy,Crèmeux,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
827,Island Bries,,Little Qualicum Cheeseworks,,BC,Artisan,Artisanale,http://www.cheeseworks.ca,,16,68,Winner at the 2011 Canadian Cheese Grand Prix,Gagnant à l'édition 2011 du Grand Prix des Fromages Canadiens,Mushroom overtones,Champignons,Velvety white rind,Croûte blanche veloutée,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
828,Mascarpone (Silani),Mascarpone (Silani),Silani Sweet Cheese,,ON,Industrial,Industrielle,http://www.silani.ca,,75,,,,"Soft, delicate and mild buttery flavour.",Doux avec une saveur butyreuse et délicate.,Smooth ultra-creamy texture,Texture douce et très crèmeuse,,,0,Fresh Cheese,Pâte fraîche,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
829,Romano (Silani),Romano (Silani),Silani Sweet Cheese,,ON,Industrial,Industrielle,http://www.silani.ca,,,,,,"Moderate to very strong, rich, tangy and somewhat salty.","Medium à très fort, riche, piquant et un peu salé.","Made of sheep, cow or goat milk","Fabriqué du lait de brebis, vache ou chèvre.",,,0,Hard Cheese,Pâte dure,Cow and Goat,Vache et chèvre,Pasteurized,Pasteurisé,,,2016-02-03
831,Feta (Silani),,Silani Sweet Cheese,,ON,Industrial,Industrielle,http://www.silani.ca,,,,,,"Sharp, tangy, salty flavour.","Saveur fort, piquant et salé.","Made with cow's, goat's and/or sheep's milk.","Fabriqué avec du lait de vache, chèvre et/ou de brebis.",,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
833,,Élan (L') (Fromagerie St-Albert),,Fromagerie St-Albert,ON,Industrial,Industrielle,http://www.fromage-st-albert.com/eng/eng.htm,http://www.fromage-st-albert.com/fra/fra.htm,4,55,,,,,Low in fat,Fromage faible en gras,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-04-14
834,Asiago (Silani),Asiago (Silani),Silani Sweet Cheese,,ON,Industrial,Industrielle,http://www.silani.ca,,,,,,"Very mild, delicate, sweet, undemanding flavour when young.  As it ages it has a full, sharp, and tangy taste with a detectible saltiness.","Très doux, délicat, sucré lorsque moins affiné.  Devient plus marqué, piquant et un peu salé en veillissant.",Natural rind that is smooth and glossy.,"Croûte naturelle, douce et brillante",,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
835,Caciocavallo (Silani),Caciocavallo (Silani),Silani Sweet Cheese,,ON,Industrial,Industrielle,http://www.silani.ca,,,,,,Mellow,Doux,"Dry, sleek, yellow rind.  Interior is golden-yellow and has a fibrous close texture.",Croûte sèche et  jaune.  L'intérieur est jaunâtre et a une texture fibreuse.,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
836,Crotonese (Silani),Crotonese (Silani),Silani Sweet Cheese,,ON,Industrial,Industrielle,http://www.silani.ca,,,,,,"Rich, distinct flavour that is sharp and tanqy.","Saveur marquée, riche, forte et piquante.",Granular texture.,Texture granuleuse.,,,0,Firm Cheese,Pâte ferme,Ewe and Goat,Brebis et chèvre,Pasteurized,Pasteurisé,,,2016-02-03
837,Friulano (Silani),Friulano (Silani),Silani Sweet Cheese,,ON,Industrial,Industrielle,http://www.silani.ca,,,,,,"Mild, delicate, milky flavour that becomes more salty, tangy and nutty with age.","Saveur douce, délicate, un goût de lait qui devient plus salé, piquante et noisettée en veillissant.",Rindless cheese.,Fromage sans croûte.,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
848,Bocconcini (Tre Stelle),Bocconcini (Tre Stelle),Tre Stelle (Arla Foods),,ON,Industrial,Industrielle,http://www.trestelle.ca/english/,http://www.trestelle.ca/francais/,25,48,,,Refreshing,Rafraîchissant,"Mild, refreshing, with a smooth  texture.","Doux, rafraîchissant, avec une texture lisse",Unripened,non-affiné,0,Fresh Cheese,Pâte fraîche,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
849,Borgonzola (Tre Stelle),Borgonzola (Tre Stelle),Tre Stelle (Arla Foods),,ON,Industrial,Industrielle,http://www.trestelle.ca/english/,http://www.trestelle.ca/francais/,40,40,Finalist in the Blue Cheese category for the 2000 and 2002 Canadian Cheese Grand Prix,Finaliste de la catégorie fromage Bleu en 2000 et 2002 au Grand prix les fromages canadiens.,Mild flavor of brie,Un gout doux de brie,Smooth,Lisse,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
850,Brick (Tre Stelle),Brick (Tre Stelle),Tre Stelle (Arla Foods),,ON,Industrial,Industrielle,http://www.trestelle.ca/english/,http://www.trestelle.ca/francais/,29,42,,,"Milder, milky and sweet acidulous edge","Doux, laiteux, legérement acidulé",,,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
